req	id	src_section	src_lines	kind	actor	condition	obligation	exceptions	dest	a1_dest	disposition	multi_actor	tag	note	text
REQ-379	S6-010	Security Considerations	1174	keyword	PDP	issuing binding_token as a JWT	aud REQUIRED: the ARS identifier, or an array of identifiers including it	-	5	5	move	yes	core	Split of 1174 with S6-039 (ARS MUST-reject); the verification-side MUST travels to 5 with the claim list under rule 4 and Section 6 cross-references it.	* `aud`: REQUIRED. Access Request Service identifier, or an array of identifiers including the Access Request Service. Array audiences support polyglot deployments that issue a single JWT consumed by multiple verifiers; the Access Request Service accepts the JWT when its identifier is among the listed audiences. Prevents replay of a token issued for one Access Request Service against another. The Access Request Service MUST reject a `binding_token` JWT that lacks `aud` or whose `aud` does not include the Access Request Service's identifier.
REQ-380	S6-039	Security Considerations	1174	keyword	ARS	verifying a binding_token JWT	MUST reject a JWT that lacks aud or whose aud does not include the ARS identifier	-	5	5	move	yes	core	Split of 1174 with S6-010; a verification MUST travelling to 5 with the claim list under rule 4.	* `aud`: REQUIRED. Access Request Service identifier, or an array of identifiers including the Access Request Service. Array audiences support polyglot deployments that issue a single JWT consumed by multiple verifiers; the Access Request Service accepts the JWT when its identifier is among the listed audiences. Prevents replay of a token issued for one Access Request Service against another. The Access Request Service MUST reject a `binding_token` JWT that lacks `aud` or whose `aud` does not include the Access Request Service's identifier.
REQ-381	S6-011	Security Considerations	1175	keyword	PDP	issuing binding_token as a JWT	include iat and exp; expiry SHOULD be short, typically minutes, aligned with the denial hint lifetime	-	5	5	move	no	core	-	* `iat`, `exp`: issued-at and expiry. Expiry SHOULD be short (typically minutes, aligned with the requestable-denial hint lifetime).
REQ-382	S6-012	Security Considerations	1176	keyword	PDP	issuing binding_token as a JWT	include jti, a unique token identifier	-	5	5	move	yes	core	Split of 1176 with S6-040 (ARS replay tracking).	* `jti`: unique token identifier. The Access Request Service SHOULD track recently-seen `jti` values until the token's `exp` to detect replay of an otherwise valid token; because `exp` is short (typically minutes), the replay-tracking window is correspondingly bounded.
REQ-383	S6-040	Security Considerations	1176	keyword	ARS	verifying a binding_token JWT	SHOULD track recently-seen jti values until exp to detect replay	-	5	5	move	yes	core	Split of 1176 with S6-012.	* `jti`: unique token identifier. The Access Request Service SHOULD track recently-seen `jti` values until the token's `exp` to detect replay of an otherwise valid token; because `exp` is short (typically minutes), the replay-tracking window is correspondingly bounded.
REQ-384	S6-046	Security Considerations	1177	keyword-free	PDP	issuing binding_token as a JWT	denial_expires_at carries context.access_request.expires_at from the requestable denial	omitted when the token exp is no later than that value	5	5	move	no	definition	Keyword-free but load-bearing for the freshness rule at 1198, which goes to 6; 6 must cross-reference this claim.	* `denial_expires_at`: the `context.access_request.expires_at` value from the requestable denial, unless the token's `exp` is no later than that value. This lets the Access Request Service verify the PEP-echoed `denial.expires_at` value or enforce the token expiry as an equal-or-stricter freshness deadline.
REQ-385	S6-013	Security Considerations	1178	keyword	PDP/ARS	any binding claim covers context	binding_context_members present and MAY be empty; the ARS uses exactly this set when comparing or hashing Context	when the claim is absent, only Subject, Resource, and Action are bound	5	5	move	no	core	Cited from Terminology at 153. Both actor sides kept in one row: only the PDP side carries the list's SHOULD, the ARS side is descriptive.	* `binding_context_members`: the array of `context` member names that constitute the authorization-relevant Context for this evaluation (see the Terminology definition of Authorization-Relevant Context). Present (and MAY be an empty array) whenever any binding claim covers context; the Access Request Service uses exactly this integrity-protected set when comparing or hashing the authorization-relevant Context, and binds only Subject, Resource, and Action when it is absent.
REQ-386	S6-014	Security Considerations	1179	keyword	PDP	issuing binding_token as a JWT	include binding claims identifying the denied evaluation; the inline form is RECOMMENDED	-	5	5	move	no	core	Brief: 1179-1181 is ONE unit with two sub-bullets and must not split; S6-014, S6-015 and S6-016 share that unit and share dest 5.	* Binding claims that identify the original denied evaluation. For interoperability across independently implemented PDPs and Access Request Services, the inline form is RECOMMENDED, because it is compared structurally and requires no agreed byte canonicalization. Either:
REQ-387	S6-015	Security Considerations	1180	keyword	PDP/ARS	inline binding claims are used	bind full Subject, Resource, Action objects and authorization-relevant Context; the ARS compares structurally member by member	subject.properties.act excluded because the PEP MAY normalize the actor to client.actor; profile machinery members excluded from Context	5	5	move	no	core	One unit with 1179 and 1181. Plan Section 6 withdrew the 860/1180 merge: cross-reference 860 for the act clause rather than merging.	* Inline (RECOMMENDED): the Subject, Resource, Action, and authorization-relevant Context of the denied evaluation, which the Access Request Service compares structurally, member by member, against the submission. Subject, Resource, and Action comparison includes the full AuthZEN Authorization API objects, including any `properties` members present in the bound values, except that `subject.properties.act` is excluded because the PEP MAY normalize the actor to `client.actor` ({{delegation}}). Context comparison includes each member of the authorization-relevant Context and excludes profile machinery members.
REQ-388	S6-016	Security Considerations	1181	keyword	Implementation	the hashed binding form is used	MUST use exactly the base64url SHA-256 over RFC8785 JCS serialization construction given	-	5	5	move	no	core	One unit with 1179; defines binding_hash, the byte-exact pattern an independent implementation must reproduce.	* Hashed: a `binding_hash` whose value is the base64url-encoded (without padding) SHA-256 digest of the {{RFC8785}} JSON Canonicalization Scheme (JCS) serialization of the JSON object `{"subject": <Subject>, "resource": <Resource>, "action": <Action>, "context": <authorization-relevant Context>}`, where `<Subject>` is the bound Subject with `subject.properties.act` removed (matching the inline form's exclusion) and `<authorization-relevant Context>` is the enumerated set, which the Access Request Service recomputes from the submission. Implementations that use the hashed form MUST use exactly this construction so that a PDP and an independently implemented Access Request Service compute identical digests.
REQ-389	S6-047	Security Considerations	1182	keyword-free	PDP	the PDP returned context.evaluation_id	evaluation_id claim carries the PDP identifier for the evaluation	-	5	5	move	no	definition	Text over plan (precedence rule 1): the plan and brief say the claim list is 1169-1181, but the list runs to 1182 and this bullet travels with it.	* `evaluation_id`: the PDP's identifier for the evaluation, when present in `context.evaluation_id` ({{evaluation-identifier}}).
REQ-390	S6-048	Security Considerations	1184	keyword-free	Definition	wherever this profile compares Subject, Resource, Action or authorization-relevant Context	defines structural comparison of JSON values: JCS number equality, codepoint strings, ordered arrays, recursive objects, absent distinct from null	-	5	5	move	no	definition	round 3: decided 6 (plan Section 4; the definition is used by the verification steps in 6 and cited from 1096, which is retargeted to the new Section 6 anchor). Earlier note asking a second reader to decide is superseded. | round 4: structural comparison is used at 1180 (Section 5), 860 and 1096 before Section 6; placed as its own Section 5 subsection ahead of Denial Binding Claims, anchor structural-comparison, 1096 retargeted there	Throughout this profile, structural comparison of two JSON values treats them as equal when they have the same JSON type and: numbers are equal under their {{RFC8785}} canonical form; strings are equal codepoint-for-codepoint; arrays are equal element-by-element in order; objects are equal when they have the same set of member names with recursively equal member values; and an absent member is distinct from a member whose value is `null`. This is the comparison used wherever this profile compares Subject, Resource, Action, or authorization-relevant Context, including inline denial binding and approval-scope matching ({{completion-semantics}}).
REQ-391	S6-017	Security Considerations	1186	keyword	PDP/ARS	items is present in the submission (bulk)	binding claims cover the whole items array and Context; a bulk hashed form MUST use exactly the construction given	when every item carries its own per-item denial, the single-item rules are used instead	12	12	move	no	feature	Brief and plan route bulk binding to 12; 14 (Bulk Submissions) is arguable since the feature is defined there. Noted, not escalated.	When `items` is present in the submission (bulk), the binding claims cover the entire `items` array and authorization-relevant Context. Inline bulk binding claims list each submitted item, including the full Resource and Action objects for that item, in the same order as the bound Access Request. A bulk `binding_hash` is the base64url-encoded (without padding) SHA-256 digest of the JCS serialization of the JSON object `{"subject": <Subject>, "items": [{"resource": <Resource>, "action": <Action>}, ...], "context": <authorization-relevant Context>}`, where `<Subject>` is the bound Subject with `subject.properties.act` removed and the `items` array order is the order bound by the denial. Implementations that use a bulk hashed form MUST use exactly this construction. When every item carries its own per-item `denial`, each per-item binding is verified using the single-item rules instead of this bundle construction.
REQ-392	S6-018	Security Considerations	1188	keyword	PDP	the ARS needs deployment-specific claims for routing or audit	MAY add deployment-specific claims; wraps the signed payload in JWE when they must stay opaque to the PEP	-	12	12	move	no	feature	-	PDPs MAY add deployment-specific claims (policy version, factors, risk score, tenant identifier) when the Access Request Service needs them for routing or audit. When such claims must remain opaque to the PEP, the PDP wraps the signed payload in JWE encrypted to the Access Request Service.
REQ-393	S6-049	Security Considerations	1190	keyword-free	ARS	binding_token is a JWS-signed JWT using these claims	stem of the five-step receipt procedure at 1192-1196	-	6	6	move	no	definition	Plan Section 5 requires rows for the keyword-free verification steps 1190-1196.	When `binding_token` is a JWS-signed JWT using these claims, the Access Request Service, on receipt:
REQ-394	S6-050	Security Considerations	1192	keyword-free	ARS	step 1 of the receipt procedure	parses the JWS header and resolves the verification key from the JWK Set at the PDP jwks_uri	-	6	6	move	no	definition	Depends on discovery of jwks_uri in 4.	1. parses the JWS header and resolves the verification key from the JWK Set at the PDP's `jwks_uri`;
REQ-395	S6-051	Security Considerations	1193	keyword-free	ARS	step 2 of the receipt procedure	verifies the signature, the aud claim, and the expiry	-	6	6	move	no	definition	Enforces the aud MUST at 1174, which travels to 5.	2. verifies the signature, the `aud` claim, and the expiry;
REQ-396	S6-052	Security Considerations	1194	keyword-free	ARS	step 3 of the receipt procedure	checks jti against recently-seen tokens to detect replay	-	6	6	move	no	definition	Enforces the jti SHOULD at 1176, which travels to 5.	3. checks `jti` against recently-seen tokens to detect replay;
REQ-397	S6-053	Security Considerations	1195	keyword-free	ARS	step 4 of the receipt procedure	compares binding claims against the submission, rejecting a mismatch with invalid_denial_binding	-	6	6	move	no	definition	Uses the structural comparison at 1184 (S6-048) and the per-item form for bulk, whose definition goes to 12.	4. compares the binding claims (inline or hashed) against the submission's Subject, Resource, Action, and authorization-relevant Context (or per-item for bulk submissions), rejecting a mismatch with `urn:openid:authzen:access-request:error:invalid_denial_binding`;
REQ-398	S6-054	Security Considerations	1196	keyword-free	ARS	step 5 of the receipt procedure	enforces freshness as the earlier of token exp and denial.expires_at, rejecting with expired_denial	-	6	6	move	no	definition	Same rule as S6-019 (1198) in step form; both go to 6 so no consolidation is needed, but Pass 1 should merge the prose.	5. enforces freshness (the earlier of the token `exp` and `denial.expires_at`), rejecting a submission past that deadline with `urn:openid:authzen:access-request:error:expired_denial`.
REQ-399	S6-019	Security Considerations	1198	keyword	ARS	binding_token exp and/or denial.expires_at present on a submission	MUST enforce the earlier deadline, MUST verify the echoed expires_at, reject with invalid_denial_binding or expired_denial	-	6	6	move	no	core	Brief: freshness rules 1190-1198 to 6. Cf. 1097, which carries 'after applying any clock-skew tolerance'; plan Section 6 withdrew that consolidation and this row does not restore it.	When the `binding_token` carries its own expiry (`exp`) and the submitted denial also carries `denial.expires_at`, the Access Request Service MUST enforce the earlier of the two as the freshness deadline for the submission. When `denial_expires_at` or equivalent protected binding material is present, the Access Request Service MUST verify that `denial.expires_at` matches the protected value before relying on it. When no protected denial-expiry value is present, the Access Request Service MUST rely on `exp` only if it is no later than the echoed `denial.expires_at`; otherwise the binding material is insufficient to prove the freshness window and the submission MUST be rejected with `urn:openid:authzen:access-request:error:invalid_denial_binding`. A submission whose freshness deadline has passed MUST be rejected with `urn:openid:authzen:access-request:error:expired_denial`.
REQ-400	S6-020	Security Considerations	1200	keyword	ARS	binding_token uses a non-JWS integrity-protected format	MUST perform equivalent verification of issuer, audience, expiry, replay resistance, and binding	-	12	12	move	no	alternative	-	When `binding_token` uses another integrity-protected format, the Access Request Service MUST perform equivalent verification for issuer authenticity, audience or intended recipient, expiry when present, replay resistance when provided by the format, and binding to the submitted Subject, Resource, Action, and relevant Context.
REQ-401	S6-021	Security Considerations	1202	keyword	Verifier	one signed JWT serves this profile and another specification	MAY satisfy both; verifiers process only the claims they understand and tolerate additional ones	requires the union of required claims to be present and consistent	12	12	move	no	feature	-	A single signed JWT MAY simultaneously satisfy this profile's claim recommendations and the requirements of another profile or specification that uses the same JWT, provided the union of required claims is present and consistent. This enables polyglot deployments that issue one artifact and surface it on multiple wire formats (for example, as `context.access_request.binding_token` in an AuthZEN Authorization API response and as a profile-defined token elsewhere). Verifiers process only the claims they understand and tolerate additional profile-specific claims without rejecting the JWT.
REQ-402	S6-022	Security Considerations	1204	keyword	ARS	cross-vendor interoperability	MUST support verifying a binding_token presented as a JWS in compact serialization	other formats MAY be used when both issuer and verifier support them	4	4	move	yes	core	Split of 1204 with S6-041 (PDP side, approval.state); brief routes the interoperability baseline to 4.	For cross-vendor interoperability, an Access Request Service MUST support verifying a `binding_token` presented as a JWS in compact serialization, and a PDP MUST support verifying an `approval.state` presented as a JWS in compact serialization ({{completion-semantics}}). Other integrity-protected formats MAY be used when both the issuer and the verifier support them.
REQ-403	S6-041	Security Considerations	1204	keyword	PDP	cross-vendor interoperability	MUST support verifying an approval.state presented as a JWS in compact serialization	other formats MAY be used when both issuer and verifier support them	4	4	move	yes	core	Split of 1204 with S6-022; cites completion-semantics, so Section 8 needs a cross-reference back to 4.	For cross-vendor interoperability, an Access Request Service MUST support verifying a `binding_token` presented as a JWS in compact serialization, and a PDP MUST support verifying an `approval.state` presented as a JWS in compact serialization ({{completion-semantics}}). Other integrity-protected formats MAY be used when both the issuer and the verifier support them.
REQ-404	S6-023	Security Considerations	1208	keyword	ARS	-	Approval results MUST expire; Re-evaluation Mode SHOULD bind approval references to the original request tuple	-	8	8	move	yes	core	Split of 1208 with S6-042 (Profile sentence). Not consolidated with 1102, whose expiry obligation is qualified by local policy.	Approval references can be replayed if not time-bounded. Approval results MUST expire. Re-evaluation Mode SHOULD bind approval references to the original request tuple. Profiles of this specification that define token-based completion modes are responsible for defining the token's audience restriction, lifetime, and binding to the approved request.
REQ-405	S6-042	Security Considerations	1208	keyword	Profile	a profile defines a token-based completion mode	responsible for defining the token's audience restriction, lifetime, and binding to the approved request	-	8	8	move	yes	core	Split of 1208 with S6-023; Section 21 (Extensibility) is the alternative home for the profile-facing sentence.	Approval references can be replayed if not time-bounded. Approval results MUST expire. Re-evaluation Mode SHOULD bind approval references to the original request tuple. Profiles of this specification that define token-based completion modes are responsible for defining the token's audience restriction, lifetime, and binding to the approved request.
REQ-406	S6-024	Security Considerations	1214	keyword	Implementation	-	MUST NOT treat template, requested_access, or display as sufficient authorization policy	-	10	10	move	no	core	Plan Section 7 puts the overbroad-approval anchor on its own Security subsection heading, i.e. the subsection stays in 22; it states a rule found nowhere else. | 2nd reader (round 2): tagged core, Part I test (precedence rule 2) over the Security row; plan Section 4 names 1214 for Section 10 | 2nd reader (round 2): tagged core; Part I test (precedence rule 2) over the Security row; plan Section 4 names 1214 for Section 10	This profile does not define an approval policy language. Implementations MUST NOT treat the `template`, `requested_access`, or `display` fields as sufficient authorization policy. Actual approval scope and enforcement semantics are determined by the PDP and Access Request Service.
REQ-407	S6-025	Security Considerations	1218	keyword	ARS	before returning approved	MUST evaluate approver eligibility: self-approval, delegated authority, separation of duties, ownership, conflict of interest	a step completed by an ineligible approver counts as approval only where local policy explicitly allows it and records it for audit	10	10	move	no	core	Agree with plan Section 6: same actor, condition and obligation as 1104; 1218's wording survives as the superset adding ownership rules and the audited exception; anchor approver-eligibility to the Section 10 list; the 1873 pointer stays. | 2nd reader: survivor of 1104/1218 consolidation; dest 10; anchor approver-eligibility lands here | 2nd reader (round 2): kept as its own unit; see S5-046 | 2nd reader (round 2): kept as its own unit; see S5-046	Approval workflows can violate enterprise access policy if an approver is not eligible to approve the requested access. Access Request Services MUST evaluate approver eligibility before returning `approved`, including self-approval restrictions, delegated approver authority, separation-of-duties constraints, ownership rules, and conflict-of-interest policy. A workflow step completed by an ineligible approver MUST NOT be treated as successful approval unless local policy explicitly allows that exception and records it for audit.
REQ-408	S6-026	Security Considerations	1222	keyword	Implementation	supports emergency or break-glass access	SHOULD require justification, shortest practical lifetime, owner notification, post-use review, auditable retention	-	19	19	move	no	feature	First sentence (emergency is a request signal, not an override) reads as an encounter rule for Part I but carries no keyword, and rule 4 keeps the unit whole; plan names Emergency Access (1220) -> 19 under rule 3.	The `requested_access.emergency` member is a request signal, not an authorization override. Implementations that support emergency or break-glass access SHOULD require a business justification, apply the shortest practical approval or access lifetime, notify appropriate owners or security personnel, and require post-use review. Emergency requests and approvals SHOULD be retained and auditable according to the deployment's security and compliance policy.
REQ-409	S6-055	Security Considerations	1228	keyword-free	PEP	-	threat narrative: URLs delivered in or via a denial may point at attacker-controlled hosts	-	5	5	move	no	non-normative	Antecedent for 'these URLs' in 1230; travels with S6-027 and is the PR A2 threat-statement seed.	The `endpoint`, `form_url`, and `request_schema_url` values, together with any URL a profile adds to the requestable denial or to a document fetched on the basis of it, are all delivered to the PEP inside a denial response or a document fetched on the basis of that response. A compromised or misconfigured PDP, or an Access Request Service compelled by one, could direct the PEP at attacker-controlled hosts to harvest justifications, render hostile UI, substitute schemas, or perform credential phishing against the requester.
REQ-410	S6-027	Security Considerations	1230	keyword	PEP	endpoint, form_url, request_schema_url or any profile-added URL arrives in or via a denial	MUST verify the host is trusted (same origin as advertised endpoint, or allowlist) before fetching; MUST NOT submit credentials to untrusted hosts	a PEP that only renders the URLs for a human SHOULD apply the same check rather than MUST	5	5	move	no	encounter-rule	The three URL members land in three different sections (endpoint 5, form_url and request_schema_url 20, plus profile-added URLs) so the rule cannot live with its members, and its mechanism is the Access Request Endpoint advertised in PDP metadata, a Section 4 artifact. Second reader: 5 or stay-in-22 are the alternatives. | 2nd reader: Trusting URLs subsection goes to 5 with the denial-delivered URLs it governs (plan Section 4 Security row: subsection moves whole to the section holding the rule)	An autonomous PEP MUST verify that these URLs resolve to hosts trusted under the deployment before fetching or acting on them, by requiring the same origin as the Access Request Endpoint advertised in PDP metadata or by maintaining an explicit allowlist of trusted Access Request Service hosts; a PEP that renders them for a human user SHOULD apply the same check. PEPs MUST NOT submit credentials to a host that is not trusted to receive them.
REQ-411	S6-028	Security Considerations	1234	keyword	ARS	-	Task handles MUST be opaque, unguessable, protected by authn/authz; a leaked handle MUST NOT suffice to retrieve status	-	7	7	move	no	core	Plan Section 7 puts the task-handle-leakage anchor on the Section 7 subsection holding 1234. Plan Section 6 withdrew the 1234/1063 merge: different actors.	Task handles can reveal workflow state or be used to poll for sensitive information. Task handles MUST be opaque, unguessable, and protected by authentication and authorization checks. A leaked task handle MUST NOT be sufficient to retrieve task status without caller authorization.
REQ-412	S6-056	Security Considerations	1238	keyword-free	Definition	-	classifies task and approval members as PEP-facing machine surfaces rather than end-client surfaces	-	7	7	move	no	definition	Stem of the 1240-1242 list; the plan row for 1236 -> 18 stands under rule 3 because a classification is not an obligation. | round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	Several members of the task response and approval result are intended for PEP-to-Access-Request-Service or PEP-to-PDP machine interactions, not for direct use by end clients (browsers, mobile applications, agent runtime UIs, or other non-PEP callers acting on behalf of the Subject). The following are PEP-facing:
REQ-413	S6-057	Security Considerations	1240	keyword-free	Definition	-	task.status_endpoint is the ARS polling URL and is PEP-facing	-	7	7	move	no	definition	Member definition itself is in 6/7; this row is the disclosure classification only. | round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	* `task.status_endpoint`: the polling URL for the Access Request Service.
REQ-414	S6-058	Security Considerations	1241	keyword-free	Definition	-	task.links.cancel is the cancellation endpoint and is PEP-facing	-	7	7	move	no	definition	links definitions go to 18 per the Access Request Response row; cancellation mechanics are in 17. | round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	* `task.links.cancel`: the cancellation endpoint.
REQ-415	S6-059	Security Considerations	1242	keyword-free	Definition	-	approval.id and approval.state are round-trip material the PEP places at context.approval; PEP-facing	-	7	7	move	no	definition	The members themselves are defined in 8; this row is the disclosure classification only. | round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	* `approval.id` and `approval.state`: round-trip material the PEP places at `context.approval` during re-evaluation.
REQ-416	S6-029	Security Considerations	1244	keyword	PEP	holds PEP-facing task or approval members	SHOULD NOT forward status_endpoint, links.cancel, approval.id or approval.state to end clients or non-PEP callers	-	7	7	move	no	encounter-rule	Plan sends the rest of 1236-1252 to 18, but this obligation binds every PEP in the core flow so precedence rule 2 puts it in Part I beside 1252; the descriptive lists at 1238-1242 and 1246-1250 stay in 18 and are not orphaned because 1244 names all four members inline.	PEPs SHOULD NOT forward these members to end clients or other non-PEP callers. Forwarding `status_endpoint` or `links.cancel` creates a direct end-client-to-Access-Request-Service channel that bypasses the PEP's enforcement and authorization context; forwarding `approval.id` or `approval.state` allows an end client to attempt to inject the approval reference into other PEPs or other evaluations. Possession of these values is not itself authorization (see {{task-handle-leakage}} and the PDP applicability rules in {{completion-semantics}}), but exposing them broadens the attack surface unnecessarily.
REQ-417	S6-060	Security Considerations	1246	keyword-free	Definition	-	classifies human-facing surfaces rendered only to callers authorized for the human workflow	-	7	7	move	no	definition	Stem of the 1248-1250 list; antecedent for 'the machine surfaces' contrast in 1252, which goes to 7. | round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	Human-facing surfaces are conveyed separately and are intended to be rendered only to callers authorized for the corresponding human workflow:
REQ-418	S6-061	Security Considerations	1248	keyword-free	Definition	-	task.links.ticket is the requester-facing status URL	-	7	7	move	no	definition	round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	* `task.links.ticket`: URL where the requester (Subject) can view the request and its status.
REQ-419	S6-062	Security Considerations	1249	keyword-free	Definition	-	task.links.review is the approver or administrator review URL	-	7	7	move	no	definition	Referenced by the MUST NOT in 1252, which goes to 7; cross-reference required. | round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	* `task.links.review`: URL where an approver or administrator can review or act on the request.
REQ-420	S6-063	Security Considerations	1250	keyword-free	Definition	-	task.display carries localizable user-interface hints	-	7	7	move	no	definition	round 4: the member lists at 1240-1242 and 1248-1250 are the antecedent of "these members" at 1244 and of 1252; whole subsection to 7	* `task.display`: localizable user-interface hints.
REQ-421	S6-030	Security Considerations	1252	keyword	PEP	renders requester-facing status to an end client	SHOULD render task.display and task.links.ticket; MUST NOT expose task.links.review to an unauthorized caller	task.links.review may be exposed to a caller authenticated and authorized as approver or administrator	7	7	move	no	encounter-rule	Plan contradiction: plan v7 named-collision text (superseded: 1252 now moves whole) sends 'the second sentence of 1252' to 7 and the rest to 18, splitting one paragraph, which precedence rule 4 forbids; text wins under rule 1 and the whole unit goes to 7.	When a PEP renders requester-facing status to an end client, it SHOULD do so by rendering `task.display` and `task.links.ticket` rather than by exposing the machine surfaces. A PEP MUST NOT expose `task.links.review` to a requester or other end client unless that caller has been authenticated and authorized as an approver or administrator for the task.
REQ-422	S6-031	Security Considerations	1258	keyword	ARS	deployment uses callbacks	MUST validate callback destinations and MUST authenticate callback notifications	-	16	16	move	yes	feature	Agree with plan Section 6 for the ARS sentences only: 921 and 931 state the same obligations more specifically and their wording survives. The PEP sentence of the same unit is S6-043 and must survive the merge. | 2nd reader: ACCEPTED for the ARS sentences only; 921/931 wording survives; PEP sentence survives as S6-043 | 2nd reader (round 2): sentence-level consolidation with 921/931 DEFERRED to A2; A1 moves 1258 whole to 16 (a partial paragraph would appear as ADDED to the comparison script) | 2nd reader (round 2): sentence-level consolidation with 921/931 DEFERRED to A2; A1 moves 1258 whole to 16 (a partial paragraph would appear as ADDED to the comparison script) | round 3: tag feature (a service that offers no callbacks is not bound)	Callback endpoints can be abused for spoofing, replay, request forgery, and server-side request forgery. Access Request Services MUST validate callback destinations as described in {{callback-completion}}. Callback notifications MUST be authenticated. PEPs SHOULD verify callback origin, bind callbacks to expected task identifiers and state values, and treat callbacks as notifications unless they contain an enforceable result under this profile.
REQ-423	S6-043	Security Considerations	1258	keyword	PEP	receiving callback notifications	SHOULD verify callback origin, bind callbacks to expected task identifiers and state, treat callbacks as notifications	unless the callback carries an enforceable result under this profile	16	16	move	yes	feature	Split of 1258 with S6-031: only origin verification and binding to expected task id and state have no counterpart at 921, 931, 929 or 933, so only they must survive the consolidation; the notification clause restates 929 and 933. | 2nd reader (round 2): sentence-level consolidation with 921/931 DEFERRED to A2; A1 moves 1258 whole to 16 (a partial paragraph would appear as ADDED to the comparison script) | 2nd reader (round 2): sentence-level consolidation with 921/931 DEFERRED to A2; A1 moves 1258 whole to 16 (a partial paragraph would appear as ADDED to the comparison script) | round 3: tag feature (a service that offers no callbacks is not bound)	Callback endpoints can be abused for spoofing, replay, request forgery, and server-side request forgery. Access Request Services MUST validate callback destinations as described in {{callback-completion}}. Callback notifications MUST be authenticated. PEPs SHOULD verify callback origin, bind callbacks to expected task identifiers and state values, and treat callbacks as notifications unless they contain an enforceable result under this profile.
REQ-424	S6-032	Security Considerations	1262	keyword	ARS	a submission claims an actor or delegation chain	MUST reject submissions whose claimed chain cannot be verified	-	6	6	move	no	core	Restates 1133 and 1135 in the Delegation section; distinct from 389, which the plan keeps in 6 for the client member. Second reader: the MUST-reject clause is encounter-rule shaped and Part I section 6 is an alternative home. | round 3: MUST reject an unverifiable chain binds every service, since 389/1135 only forbid relying on unverified actor data; Part I test -> 6	A PEP submitting an Access Request typically acts on behalf of the Subject identified in the original AuthZEN Authorization API evaluation, and may act on behalf of a longer delegation chain. The verification model the Access Request Service applies, the credential the PEP presents, and the wire representation of the delegation chain are defined in {{delegation}}. An Access Request Service that accepts unverified actor claims weakens the trust model of the entire flow; submissions whose claimed chain cannot be verified MUST be rejected.
REQ-425	S6-033	Security Considerations	1266	keyword	Implementation	-	SHOULD scope idempotency keys to the authenticated caller and avoid storing them longer than necessary	-	6	6	move	no	core	Plan-internal collision: the Part II row names 1264 for 15, but the same row's stated default is that idempotency text stays in 6, and 1101 makes idempotency support core. Resolved by that default.	Idempotency keys can be used to correlate requests. Implementations SHOULD scope idempotency keys to the authenticated caller and avoid storing them longer than necessary.
REQ-426	S6-034	Security Considerations	1270	keyword	PEP	task status cannot be determined	SHOULD fail closed	-	7	7	move	yes	core	Split of 1270 with S6-044 (ARS rate limits). The subsection states rules found nowhere else, so it stays in 22 under the plan's Security row. | 2nd reader (round 2): two-actor paragraph, one destination; Part I test puts it in 7 (fail-closed PEP rule is primary; polling rate-limiting concerns the same endpoint); A2 may split the service sentence to 4 | 2nd reader (round 2): two-actor paragraph, one destination; Part I test puts it in 7; A2 may split the service sentence to 4	Approval workflows can introduce latency and dependency on external systems. PEPs SHOULD fail closed when task status cannot be determined. Access Request Services SHOULD apply rate limits and abuse detection to request submission and polling endpoints.
REQ-427	S6-044	Security Considerations	1270	keyword	ARS	-	SHOULD apply rate limits and abuse detection to request submission and polling endpoints	-	7	7	move	yes	core	Split of 1270 with S6-034. | 2nd reader (round 2): two-actor paragraph, one destination; Part I test puts it in 7 (fail-closed PEP rule is primary; polling rate-limiting concerns the same endpoint); A2 may split the service sentence to 4 | 2nd reader (round 2): two-actor paragraph, one destination; Part I test puts it in 7; A2 may split the service sentence to 4	Approval workflows can introduce latency and dependency on external systems. PEPs SHOULD fail closed when task status cannot be determined. Access Request Services SHOULD apply rate limits and abuse detection to request submission and polling endpoints.
REQ-428	S6-064	IANA Considerations	1274	keyword-free	Editor	-	states that the document has no IANA actions and points to the OIDF registry section	-	24	24	stay	no	non-normative	Whole content of the section; anchor-free heading, cross-referenced by 1274 itself.	This document has no IANA actions. OpenID Foundation registry requests are listed in {{openid-foundation-registry-considerations}}.
REQ-429	S6-065	OpenID Foundation Registry Considerations	1280	keyword-free	Editor	-	requests registration of the listed PDP metadata parameters	-	25	25	stay	no	definition	-	This specification requests registration of the following PDP metadata parameters in the AuthZEN Policy Decision Point Metadata Registry.
